total_sessions,completed_sessions,completion_rate,favorite_count,favorite_rate,avg_duration_minutes,avg_active_seconds,avg_engagement_ratio,calm_type_ratio,balanced_type_ratio,active_type_ratio,feedback_positive_score,feedback_present_rate,target_label
45,27,0.6,8,0.1778,15.8018,784.0455,0.827,0.2122,0.4601,0.3278,0.3774,0.6582,balanced
9,5,0.5556,1,0.1111,9.4071,211.712,0.3751,0.7564,0.2084,0.0352,0.4928,0.3577,calm
14,7,0.5,1,0.0714,10.8864,424.121,0.6493,0.7362,0.169,0.0948,0.5715,0.3869,calm
28,19,0.6786,1,0.0357,19.9761,793.6585,0.6622,0.3652,0.4187,0.2161,0.6516,0.6069,balanced
32,19,0.5938,6,0.1875,5.343,121.019,0.3775,0.6438,0.2824,0.0738,0.1887,0.4223,calm
27,20,0.7407,0,0.0,23.2196,1360.8163,0.9768,0.0169,0.2495,0.7336,0.6799,0.426,active
66,53,0.803,22,0.3333,23.9551,1062.3889,0.7392,0.1622,0.2867,0.551,0.7157,0.866,active
26,13,0.5,5,0.1923,9.1997,207.075,0.3751,0.6402,0.2834,0.0764,0.4643,0.1058,calm
17,14,0.8235,4,0.2353,41.1098,1989.0533,0.8064,0.1539,0.2028,0.6433,0.7723,0.3556,active
23,13,0.5652,5,0.2174,11.038,308.7569,0.4662,0.7031,0.2467,0.0502,0.5682,0.3596,calm
50,31,0.62,1,0.02,20.486,806.5353,0.6562,0.3611,0.4299,0.209,0.4709,0.3842,balanced
70,67,0.9571,13,0.1857,27.6301,1575.8257,0.9505,0.1089,0.1656,0.7256,0.5667,0.4312,active
78,59,0.7564,15,0.1923,24.5009,1188.573,0.8085,0.1127,0.1634,0.7239,0.9256,0.7797,active
23,23,1.0,7,0.3043,21.8456,1081.5309,0.8251,0.0199,0.3376,0.6424,0.833,0.6719,active
21,16,0.7619,7,0.3333,20.0467,1012.4852,0.8418,0.3693,0.3609,0.2698,0.4271,0.6593,balanced
60,58,0.9667,13,0.2167,23.3307,1053.8662,0.7528,0.13,0.2232,0.6468,0.5519,0.8018,active
23,10,0.4348,4,0.1739,5.0414,232.7754,0.7695,0.8126,0.0789,0.1086,0.2492,0.4016,calm
25,16,0.64,6,0.24,9.5082,294.9472,0.517,0.6318,0.283,0.0853,0.4092,0.3137,calm
72,54,0.75,1,0.0139,25.251,1603.2178,1.0582,0.0724,0.1572,0.7705,0.6982,0.5548,active
46,37,0.8043,4,0.087,14.7839,497.5052,0.5609,0.2695,0.5194,0.2111,0.3762,0.4076,balanced
32,24,0.75,2,0.0625,11.3862,244.992,0.3586,0.7577,0.187,0.0553,0.1873,0.4458,calm
13,5,0.3846,3,0.2308,11.9188,301.6233,0.4218,0.7236,0.1726,0.1038,0.3981,0.1958,calm
11,5,0.4545,1,0.0909,13.1844,546.7881,0.6912,0.2924,0.5255,0.1821,0.7309,0.5332,balanced
58,51,0.8793,18,0.3103,44.6455,2253.1069,0.8411,0.028,0.2347,0.7373,0.6509,0.914,active
34,26,0.7647,3,0.0882,15.7208,627.5933,0.6654,0.2624,0.4506,0.287,0.5007,0.5975,balanced
46,24,0.5217,7,0.1522,21.1584,1110.9743,0.8751,0.2811,0.5218,0.1971,0.5456,0.5685,balanced
54,42,0.7778,18,0.3333,29.2317,1779.7298,1.0147,0.1031,0.259,0.638,0.7392,0.7678,active
56,40,0.7143,18,0.3214,33.3681,1442.6893,0.7206,0.0559,0.1814,0.7628,0.5609,0.8206,active
15,10,0.6667,1,0.0667,15.6037,687.1421,0.734,0.3154,0.3937,0.2909,0.6892,0.5306,balanced
20,19,0.95,6,0.3,29.7944,1292.7009,0.7231,0.1137,0.2512,0.6351,0.8414,0.8538,active
48,24,0.5,7,0.1458,19.9089,742.7399,0.6218,0.3902,0.371,0.2388,0.6248,0.2953,balanced
16,13,0.8125,5,0.3125,14.3549,731.4287,0.8492,0.386,0.3994,0.2146,0.5153,0.384,balanced
19,15,0.7895,5,0.2632,38.9892,1872.7086,0.8005,0.0341,0.1431,0.8228,0.9365,0.4123,active
80,59,0.7375,10,0.125,32.6324,2077.9215,1.0613,0.1095,0.1736,0.7169,0.98,0.8746,active
30,29,0.9667,6,0.2,25.2872,1640.4201,1.0812,0.1005,0.2587,0.6408,0.9197,0.7322,active
80,71,0.8875,27,0.3375,34.9509,1657.9672,0.7906,0.0537,0.1403,0.8061,0.7901,0.6276,active
46,26,0.5652,1,0.0217,17.8659,737.2471,0.6878,0.392,0.46,0.148,0.3738,0.3237,balanced
27,13,0.4815,8,0.2963,13.4457,602.5316,0.7469,0.3405,0.5163,0.1432,0.6229,0.6581,balanced
16,15,0.9375,2,0.125,23.0242,1135.1237,0.8217,0.0955,0.1751,0.7294,0.7762,0.7385,active
7,5,0.7143,1,0.1429,8.9895,351.9201,0.6525,0.7235,0.1955,0.081,0.39,0.1769,calm
43,28,0.6512,5,0.1163,20.7293,863.5441,0.6943,0.3407,0.5179,0.1414,0.4131,0.23,balanced
42,26,0.619,5,0.119,18.4584,889.8603,0.8035,0.3623,0.4554,0.1824,0.5867,0.2199,balanced
11,8,0.7273,1,0.0909,11.8579,266.728,0.3749,0.7854,0.1779,0.0367,0.4188,0.1357,calm
48,39,0.8125,4,0.0833,43.5745,1925.8,0.7366,0.1057,0.2716,0.6227,0.679,0.6367,active
41,39,0.9512,12,0.2927,34.3371,1886.4342,0.9156,0.165,0.2517,0.5834,0.8765,0.4596,active
54,44,0.8148,13,0.2407,41.7268,2079.8764,0.8308,0.1446,0.2446,0.6109,0.8368,0.7823,active
78,75,0.9615,24,0.3077,36.9095,1890.1047,0.8535,0.0839,0.2248,0.6914,0.7307,0.9152,active
34,22,0.6471,0,0.0,11.3895,568.0384,0.8312,0.7858,0.1374,0.0768,0.3591,0.3373,calm
29,12,0.4138,10,0.3448,10.9286,306.3945,0.4673,0.7655,0.1731,0.0615,0.4295,0.2225,calm
17,12,0.7059,0,0.0,20.0813,1075.0377,0.8922,0.0552,0.2044,0.7405,0.8024,0.4881,active
25,19,0.76,3,0.12,19.956,1028.451,0.8589,0.3095,0.3974,0.2931,0.5318,0.5118,balanced
18,13,0.7222,4,0.2222,10.8749,251.2887,0.3851,0.6445,0.3322,0.0233,0.2593,0.2978,calm
12,5,0.4167,4,0.3333,11.0708,523.168,0.7876,0.7046,0.2563,0.0391,0.3728,0.1544,calm
15,13,0.8667,2,0.1333,13.9583,529.9344,0.6328,0.2295,0.5942,0.1763,0.483,0.5098,balanced
5,4,0.8,0,0.0,7.6209,252.514,0.5522,0.6236,0.3527,0.0237,0.3343,0.269,calm
35,14,0.4,12,0.3429,6.8907,230.8,0.5582,0.7672,0.2201,0.0127,0.3113,0.3188,calm
8,3,0.375,2,0.25,10.9852,432.2273,0.6558,0.6543,0.2687,0.077,0.3191,0.1855,calm
36,18,0.5,3,0.0833,17.9523,607.9239,0.5644,0.3716,0.3585,0.2699,0.4747,0.4307,balanced
74,68,0.9189,20,0.2703,27.7799,1822.7238,1.0936,0.0171,0.1959,0.787,0.9888,0.6503,active
32,22,0.6875,6,0.1875,5.3494,257.761,0.8031,0.7298,0.2566,0.0136,0.2669,0.4247,calm
21,10,0.4762,4,0.1905,10.2404,466.4742,0.7592,0.8354,0.1018,0.0629,0.2968,0.3704,calm
13,9,0.6923,2,0.1538,9.8851,438.9992,0.7402,0.8593,0.1225,0.0182,0.3502,0.3301,calm
46,26,0.5652,6,0.1304,12.3079,434.6301,0.5886,0.3202,0.4341,0.2457,0.7413,0.6665,balanced
26,11,0.4231,5,0.1923,6.6466,267.9485,0.6719,0.6963,0.2326,0.0711,0.5737,0.207,calm
46,34,0.7391,10,0.2174,20.4881,813.5098,0.6618,0.2135,0.5016,0.2849,0.5914,0.5939,balanced
38,26,0.6842,0,0.0,23.5253,1399.7565,0.9917,0.0233,0.3686,0.6081,0.6071,0.5126,active
64,56,0.875,0,0.0,38.2174,2440.7348,1.0644,0.0798,0.2002,0.72,0.7295,0.4028,active
64,41,0.6406,18,0.2812,29.1366,1289.0495,0.7374,0.0179,0.2833,0.6988,0.5528,0.6006,active
37,31,0.8378,3,0.0811,37.3835,1934.3532,0.8624,0.0777,0.2141,0.7083,0.8959,0.7822,active
73,47,0.6438,7,0.0959,39.0509,2318.2534,0.9894,0.1273,0.2102,0.6625,0.6843,0.9165,active
12,6,0.5,0,0.0,13.052,590.5744,0.7541,0.3377,0.4407,0.2216,0.5432,0.4817,balanced
42,40,0.9524,12,0.2857,37.9963,2355.7318,1.0333,0.0273,0.2628,0.7099,0.9786,0.7215,active
13,11,0.8462,4,0.3077,15.3412,566.7295,0.6157,0.3099,0.4246,0.2655,0.4572,0.6057,balanced
22,9,0.4091,7,0.3182,5.6974,123.795,0.3621,0.7158,0.1843,0.0999,0.4587,0.3979,calm
25,13,0.52,2,0.08,8.7794,245.107,0.4653,0.767,0.1923,0.0408,0.1581,0.3942,calm
41,31,0.7561,11,0.2683,15.5858,657.4511,0.703,0.3487,0.333,0.3183,0.5113,0.2853,balanced
69,59,0.8551,17,0.2464,34.9811,2290.1955,1.0912,0.146,0.2348,0.6192,0.869,0.3574,active
31,17,0.5484,7,0.2258,8.0427,365.0448,0.7565,0.587,0.2998,0.1132,0.1811,0.3966,calm
15,11,0.7333,4,0.2667,12.6783,667.2064,0.8771,0.3783,0.4599,0.1618,0.4598,0.5428,balanced
34,28,0.8235,4,0.1176,17.3636,848.644,0.8146,0.326,0.4358,0.2382,0.7165,0.2425,balanced
14,10,0.7143,1,0.0714,43.8996,2351.0651,0.8926,0.0282,0.1265,0.8453,0.6979,0.5244,active
38,35,0.9211,3,0.0789,26.4912,1328.2994,0.8357,0.0156,0.1984,0.786,0.786,0.6847,active
23,10,0.4348,8,0.3478,18.9799,806.4653,0.7082,0.3506,0.364,0.2854,0.3507,0.4092,balanced
51,45,0.8824,6,0.1176,39.4069,2213.215,0.9361,0.1544,0.1813,0.6644,0.6349,0.7234,active
8,5,0.625,1,0.125,11.0878,562.3667,0.8453,0.8135,0.1553,0.0313,0.5107,0.1646,calm
19,14,0.7368,3,0.1579,16.1255,911.0589,0.9416,0.3433,0.4558,0.2009,0.4368,0.4526,balanced
24,11,0.4583,5,0.2083,6.1697,253.1961,0.684,0.6379,0.2909,0.0713,0.5169,0.2527,calm
29,28,0.9655,4,0.1379,27.3111,1411.3454,0.8613,0.1401,0.1897,0.6701,0.7037,0.8489,active
19,11,0.5789,2,0.1053,6.0527,251.5633,0.6927,0.6957,0.2239,0.0804,0.1546,0.1096,calm
34,18,0.5294,10,0.2941,7.9851,254.2034,0.5306,0.7644,0.1361,0.0995,0.1943,0.1741,calm
13,7,0.5385,0,0.0,7.0881,286.6528,0.674,0.6983,0.2042,0.0974,0.2033,0.1239,calm
24,17,0.7083,7,0.2917,26.6756,1709.4584,1.0681,0.141,0.24,0.619,0.6438,0.8772,active
21,19,0.9048,4,0.1905,30.9134,1398.1164,0.7538,0.0623,0.2568,0.681,0.5818,0.8823,active
30,25,0.8333,8,0.2667,20.3955,764.8093,0.625,0.3338,0.3615,0.3047,0.4857,0.323,balanced
35,23,0.6571,10,0.2857,17.1163,903.1932,0.8795,0.3572,0.359,0.2837,0.4396,0.4768,balanced
20,16,0.8,5,0.25,37.3181,2393.9197,1.0692,0.098,0.2896,0.6124,0.8833,0.7107,active
35,23,0.6571,7,0.2,10.2252,273.6488,0.446,0.6765,0.2451,0.0784,0.4914,0.4159,calm
59,52,0.8814,6,0.1017,21.9665,1086.8071,0.8246,0.1428,0.1943,0.6629,0.5546,0.5837,active
39,30,0.7692,5,0.1282,13.4421,538.4484,0.6676,0.3553,0.4197,0.2251,0.4098,0.2899,balanced
23,11,0.4783,0,0.0,10.8132,539.472,0.8315,0.7218,0.2465,0.0317,0.4399,0.3187,calm
19,7,0.3684,6,0.3158,10.2242,416.1955,0.6784,0.6412,0.3009,0.0578,0.2724,0.3323,calm
28,13,0.4643,3,0.1071,8.1247,208.1559,0.427,0.7542,0.1812,0.0646,0.2867,0.3089,calm
12,9,0.75,4,0.3333,5.3412,206.8342,0.6454,0.6535,0.329,0.0175,0.3745,0.4338,calm
30,14,0.4667,8,0.2667,5.8744,182.5165,0.5178,0.6924,0.236,0.0717,0.1872,0.3719,calm
18,11,0.6111,6,0.3333,10.5457,372.995,0.5895,0.6106,0.3371,0.0523,0.4088,0.424,calm
18,16,0.8889,0,0.0,30.1611,1624.0895,0.8975,0.0119,0.1634,0.8248,0.9855,0.4903,active
30,23,0.7667,6,0.2,30.829,1898.6958,1.0265,0.0867,0.3348,0.5785,0.9489,0.8371,active
35,13,0.3714,12,0.3429,6.1573,310.8035,0.8413,0.6639,0.2451,0.091,0.309,0.421,calm
32,29,0.9062,0,0.0,24.5901,1485.944,1.0071,0.0514,0.1876,0.761,0.9436,0.5338,active
22,16,0.7273,7,0.3182,19.092,942.2614,0.8226,0.3016,0.4566,0.2419,0.5151,0.5713,balanced
25,19,0.76,4,0.16,14.3493,666.8018,0.7745,0.2738,0.4063,0.3199,0.4451,0.5644,balanced
79,76,0.962,17,0.2152,26.3388,1670.6359,1.0571,0.048,0.2197,0.7323,0.9767,0.433,active
12,6,0.5,2,0.1667,18.1315,969.1527,0.8909,0.2945,0.4088,0.2967,0.3618,0.4548,balanced
10,6,0.6,2,0.2,5.7515,186.6361,0.5408,0.6257,0.2746,0.0997,0.2386,0.1561,calm
27,15,0.5556,1,0.037,17.0375,945.0625,0.9245,0.3338,0.3697,0.2965,0.6922,0.5464,balanced
8,4,0.5,2,0.25,8.7604,344.7263,0.6558,0.7412,0.2366,0.0221,0.2319,0.3566,calm
19,10,0.5263,6,0.3158,7.6396,201.5229,0.4396,0.7915,0.1649,0.0435,0.4022,0.2483,calm
19,11,0.5789,1,0.0526,10.2635,361.0598,0.5863,0.7221,0.1384,0.1395,0.1838,0.236,calm
13,10,0.7692,1,0.0769,32.9541,1685.8137,0.8526,0.1681,0.2611,0.5708,0.9812,0.4787,active
14,11,0.7857,2,0.1429,19.8319,1042.1499,0.8758,0.3629,0.4611,0.176,0.6439,0.3354,balanced
70,64,0.9143,18,0.2571,30.7623,1669.2206,0.9044,0.0901,0.1647,0.7453,0.9298,0.6374,active
45,27,0.6,0,0.0,14.3684,627.1344,0.7274,0.3068,0.4197,0.2735,0.4775,0.5091,balanced
25,18,0.72,7,0.28,43.1899,2490.0579,0.9609,0.1405,0.163,0.6965,0.6041,0.6452,active
37,35,0.9459,0,0.0,44.086,2273.6519,0.8596,0.1641,0.1981,0.6377,0.6134,0.575,active
37,24,0.6486,2,0.0541,12.066,491.9772,0.6796,0.2382,0.4612,0.3006,0.3569,0.485,balanced
7,5,0.7143,0,0.0,10.4542,375.8386,0.5992,0.6879,0.2968,0.0153,0.1638,0.0876,calm
28,15,0.5357,7,0.25,9.8901,494.0219,0.8325,0.8012,0.158,0.0408,0.344,0.2426,calm
69,45,0.6522,19,0.2754,32.3162,2126.3218,1.0966,0.0963,0.2738,0.6299,0.9703,0.7838,active
53,36,0.6792,11,0.2075,39.3602,2393.6953,1.0136,0.1654,0.2852,0.5494,0.5543,0.4949,active
25,14,0.56,6,0.24,9.7996,304.6905,0.5182,0.5909,0.3157,0.0934,0.2577,0.1743,calm
56,48,0.8571,6,0.1071,44.1495,2004.9856,0.7569,0.1533,0.1514,0.6953,0.9856,0.3892,active
27,17,0.6296,5,0.1852,11.5928,460.3369,0.6618,0.7607,0.1806,0.0587,0.5011,0.2816,calm
16,11,0.6875,5,0.3125,20.4478,923.2094,0.7525,0.2966,0.4968,0.2066,0.6066,0.3969,balanced
16,11,0.6875,1,0.0625,38.5148,2289.8231,0.9909,0.0202,0.1751,0.8047,0.6972,0.7336,active
55,47,0.8545,4,0.0727,34.3761,1660.7254,0.8052,0.0596,0.2183,0.7221,0.8836,0.91,active
41,24,0.5854,11,0.2683,13.5031,645.6583,0.7969,0.2202,0.5709,0.209,0.5405,0.2644,balanced
65,58,0.8923,6,0.0923,30.4258,1441.0569,0.7894,0.1368,0.2832,0.58,0.7961,0.9105,active
43,29,0.6744,7,0.1628,16.5862,709.3212,0.7128,0.2983,0.4244,0.2773,0.7358,0.5482,balanced
15,9,0.6,3,0.2,6.5103,141.4674,0.3622,0.7444,0.2378,0.0177,0.1529,0.3349,calm
7,4,0.5714,2,0.2857,7.2322,285.3422,0.6576,0.6708,0.2096,0.1196,0.3595,0.1499,calm
20,13,0.65,3,0.15,13.8733,752.9051,0.9045,0.2608,0.4563,0.2829,0.6208,0.6329,balanced
30,21,0.7,7,0.2333,8.2377,333.3048,0.6743,0.6932,0.2199,0.0868,0.2617,0.2518,calm
69,51,0.7391,24,0.3478,20.9859,1020.842,0.8107,0.1018,0.1839,0.7143,0.8653,0.8608,active
63,48,0.7619,12,0.1905,24.086,1473.3875,1.0195,0.0149,0.1313,0.8538,0.598,0.5214,active
15,11,0.7333,2,0.1333,7.3335,154.7778,0.3518,0.69,0.2403,0.0697,0.3178,0.1847,calm
30,22,0.7333,7,0.2333,15.0137,687.6306,0.7633,0.2644,0.4695,0.2661,0.3754,0.5985,balanced
80,75,0.9375,3,0.0375,38.4037,2253.7721,0.9781,0.0568,0.2422,0.701,0.7748,0.7306,active
41,37,0.9024,5,0.122,35.6326,2219.0861,1.0379,0.0909,0.2943,0.6148,0.822,0.9448,active
73,56,0.7671,25,0.3425,38.8687,1865.7073,0.8,0.0741,0.1717,0.7542,0.7519,0.4421,active
9,6,0.6667,3,0.3333,8.0888,314.5223,0.6481,0.7498,0.2072,0.043,0.2624,0.2422,calm
35,33,0.9429,6,0.1714,25.4617,1230.9404,0.8057,0.0697,0.2075,0.7229,0.8443,0.8962,active
16,8,0.5,2,0.125,13.5998,561.8999,0.6886,0.1935,0.4515,0.355,0.4038,0.6023,balanced
29,17,0.5862,8,0.2759,7.9426,350.744,0.736,0.6162,0.2846,0.0992,0.2008,0.0599,calm
19,13,0.6842,4,0.2105,36.1569,1744.4424,0.8041,0.0728,0.2321,0.6951,0.7895,0.8116,active
36,23,0.6389,9,0.25,15.8564,719.0535,0.7558,0.3681,0.4505,0.1814,0.6995,0.3361,balanced
21,11,0.5238,5,0.2381,6.9122,276.1575,0.6659,0.6358,0.2711,0.0931,0.4089,0.3823,calm
26,12,0.4615,1,0.0385,6.1424,230.4975,0.6254,0.8191,0.1028,0.078,0.5156,0.0538,calm
38,24,0.6316,12,0.3158,21.6312,826.0775,0.6365,0.2739,0.4084,0.3178,0.4004,0.6704,balanced
22,17,0.7727,4,0.1818,16.1663,580.9528,0.5989,0.2632,0.3957,0.341,0.5172,0.279,balanced
24,13,0.5417,1,0.0417,6.2027,170.5549,0.4583,0.7461,0.1283,0.1256,0.2643,0.1087,calm
16,10,0.625,5,0.3125,6.0843,289.507,0.793,0.829,0.1425,0.0285,0.5096,0.441,calm
22,13,0.5909,1,0.0455,14.7976,726.9329,0.8187,0.2661,0.3823,0.3515,0.4385,0.5131,balanced
19,7,0.3684,6,0.3158,11.8577,350.1768,0.4922,0.7752,0.204,0.0208,0.3639,0.372,calm
14,11,0.7857,0,0.0,14.9315,609.3813,0.6802,0.2409,0.4475,0.3116,0.5418,0.2979,balanced
17,11,0.6471,3,0.1765,20.5932,818.0601,0.6621,0.2337,0.4522,0.3142,0.7034,0.2417,balanced
63,43,0.6825,6,0.0952,32.1167,1994.6526,1.0351,0.0308,0.2083,0.7609,0.7863,0.8455,active
32,24,0.75,7,0.2188,9.8911,470.8991,0.7935,0.6889,0.283,0.0282,0.3741,0.3893,calm
16,12,0.75,5,0.3125,15.5582,671.0645,0.7189,0.2755,0.4132,0.3114,0.5475,0.57,balanced
6,3,0.5,1,0.1667,5.4175,205.3327,0.6317,0.6878,0.2561,0.0561,0.3838,0.4183,calm
16,8,0.5,4,0.25,8.7906,298.1814,0.5653,0.7127,0.2326,0.0547,0.238,0.2632,calm
15,7,0.4667,0,0.0,5.2154,228.3057,0.7296,0.6341,0.291,0.0749,0.5556,0.1295,calm
27,10,0.3704,4,0.1481,9.6988,252.0401,0.4331,0.8543,0.1023,0.0434,0.2173,0.054,calm
37,28,0.7568,10,0.2703,40.6138,2626.782,1.078,0.0784,0.285,0.6366,0.8444,0.3546,active
27,10,0.3704,8,0.2963,10.0593,494.2283,0.8189,0.7124,0.2105,0.0772,0.1672,0.4439,calm
34,20,0.5882,8,0.2353,11.5802,395.2638,0.5689,0.7339,0.1588,0.1073,0.2823,0.1714,calm
63,42,0.6667,8,0.127,32.0681,1662.2551,0.8639,0.0798,0.2326,0.6876,0.9322,0.6718,active
35,28,0.8,9,0.2571,16.643,740.7094,0.7418,0.1989,0.5763,0.2249,0.4714,0.6435,balanced
29,17,0.5862,6,0.2069,19.4053,1086.3678,0.9331,0.3638,0.4545,0.1817,0.5819,0.563,balanced
21,13,0.619,7,0.3333,6.7887,159.2717,0.391,0.6723,0.2478,0.08,0.5768,0.2744,calm
42,30,0.7143,0,0.0,24.3777,1082.6689,0.7402,0.0384,0.2902,0.6714,0.8663,0.6865,active
14,8,0.5714,3,0.2143,7.8056,391.4207,0.8358,0.7347,0.1713,0.0941,0.4275,0.2916,calm
27,20,0.7407,5,0.1852,12.6265,583.6789,0.7704,0.4498,0.3888,0.1614,0.5484,0.2592,balanced
53,46,0.8679,11,0.2075,39.7086,2097.0318,0.8802,0.0375,0.3433,0.6192,0.9848,0.9498,active
13,10,0.7692,1,0.0769,9.4927,323.5185,0.568,0.7332,0.2017,0.0651,0.3419,0.3876,calm
10,6,0.6,2,0.2,6.2248,155.1599,0.4154,0.7548,0.135,0.1101,0.5831,0.0638,calm
5,2,0.4,1,0.2,10.7936,266.262,0.4111,0.608,0.3056,0.0865,0.1598,0.4447,calm
34,22,0.6471,4,0.1176,7.5342,242.093,0.5355,0.6656,0.3134,0.0209,0.3611,0.3203,calm
19,10,0.5263,4,0.2105,5.815,229.7026,0.6584,0.7886,0.185,0.0264,0.2347,0.3504,calm
36,20,0.5556,0,0.0,20.1686,1148.4195,0.949,0.2471,0.4064,0.3465,0.6342,0.5007,balanced
12,9,0.75,1,0.0833,28.7817,1482.8852,0.8587,0.159,0.1486,0.6924,0.7555,0.7613,active
77,66,0.8571,16,0.2078,36.5979,1954.3084,0.89,0.1058,0.2362,0.6581,0.9754,0.4875,active
12,7,0.5833,2,0.1667,21.3101,1300.224,1.0169,0.0822,0.2457,0.6721,0.6799,0.5891,active
49,32,0.6531,0,0.0,33.549,2033.4545,1.0102,0.039,0.2851,0.6759,0.7348,0.4589,active
15,10,0.6667,4,0.2667,21.89,726.5159,0.5532,0.3178,0.3704,0.3117,0.491,0.2762,balanced
8,6,0.75,0,0.0,18.7489,883.3163,0.7852,0.3236,0.4133,0.2631,0.5499,0.4797,balanced
8,4,0.5,2,0.25,17.777,988.4924,0.9268,0.3042,0.5018,0.1941,0.6704,0.3011,balanced
17,8,0.4706,3,0.1765,5.629,276.8413,0.8197,0.6123,0.2685,0.1192,0.3985,0.4474,calm
22,14,0.6364,5,0.2273,31.3301,1626.4439,0.8652,0.1375,0.212,0.6505,0.9502,0.4212,active
65,40,0.6154,14,0.2154,37.7795,2406.4836,1.0616,0.0277,0.3268,0.6455,0.6384,0.8316,active
21,10,0.4762,5,0.2381,21.0015,932.0712,0.7397,0.2466,0.5295,0.2239,0.5377,0.4344,balanced
41,23,0.561,10,0.2439,12.5145,560.1798,0.746,0.3253,0.402,0.2727,0.6663,0.5006,balanced
34,26,0.7647,8,0.2353,35.9604,1720.4768,0.7974,0.1356,0.2119,0.6524,0.5594,0.4222,active
6,3,0.5,2,0.3333,10.8691,468.5752,0.7185,0.6287,0.3544,0.0168,0.4903,0.0701,calm
26,11,0.4231,6,0.2308,7.1092,353.7211,0.8293,0.698,0.1964,0.1056,0.5004,0.092,calm
22,14,0.6364,6,0.2727,16.5013,871.2548,0.88,0.2218,0.4587,0.3194,0.5406,0.4874,balanced
48,35,0.7292,15,0.3125,18.4694,846.7626,0.7641,0.3497,0.4521,0.1982,0.7364,0.4252,balanced
34,19,0.5588,10,0.2941,17.682,639.6768,0.6029,0.3091,0.4403,0.2506,0.3814,0.3984,balanced
40,27,0.675,6,0.15,15.2378,520.7428,0.5696,0.2259,0.4733,0.3008,0.4415,0.4443,balanced
38,23,0.6053,13,0.3421,17.2525,737.9264,0.7129,0.2601,0.5218,0.218,0.4915,0.5142,balanced
39,27,0.6923,5,0.1282,19.3471,1084.7009,0.9344,0.3111,0.412,0.2769,0.4709,0.6302,balanced
27,13,0.4815,4,0.1481,8.6212,254.011,0.4911,0.8836,0.0895,0.0269,0.3345,0.3868,calm
29,16,0.5517,3,0.1034,12.7107,512.941,0.6726,0.3609,0.3605,0.2786,0.592,0.262,balanced
58,41,0.7069,19,0.3276,33.2442,1859.5745,0.9323,0.1557,0.239,0.6053,0.7266,0.6662,active
23,19,0.8261,2,0.087,29.5348,1468.8769,0.8289,0.151,0.1405,0.7085,0.6982,0.7999,active
32,23,0.7188,4,0.125,10.0115,371.9898,0.6193,0.5878,0.3187,0.0935,0.5992,0.2078,calm
16,15,0.9375,4,0.25,34.9639,1680.0083,0.8008,0.0317,0.191,0.7773,0.9125,0.4574,active
27,17,0.6296,0,0.0,5.0305,190.5874,0.6314,0.7736,0.2102,0.0162,0.1734,0.2088,calm
21,16,0.7619,2,0.0952,34.0226,1530.4321,0.7497,0.029,0.1752,0.7958,0.8177,0.8391,active
59,42,0.7119,2,0.0339,35.8626,1951.4761,0.9069,0.0253,0.2007,0.774,0.6245,0.5507,active
60,58,0.9667,6,0.1,21.6609,1081.9486,0.8325,0.1626,0.2179,0.6195,0.5825,0.7379,active
13,10,0.7692,4,0.3077,19.7957,763.5262,0.6428,0.3729,0.4668,0.1603,0.5704,0.68,balanced
16,14,0.875,5,0.3125,38.9009,2069.695,0.8867,0.0761,0.2607,0.6631,0.9901,0.6193,active
25,12,0.48,8,0.32,10.8973,439.912,0.6728,0.7139,0.1783,0.1079,0.3002,0.2719,calm
17,9,0.5294,4,0.2353,16.6078,715.386,0.7179,0.4123,0.4346,0.1531,0.5515,0.6693,balanced
16,14,0.875,3,0.1875,31.5877,2073.3045,1.0939,0.0936,0.1213,0.7851,0.6268,0.4744,active
32,16,0.5,11,0.3438,11.878,394.9796,0.5542,0.8543,0.0948,0.0509,0.2529,0.1818,calm
25,14,0.56,1,0.04,20.6442,794.834,0.6417,0.3343,0.5002,0.1655,0.4814,0.399,balanced
9,4,0.4444,1,0.1111,8.9439,454.6723,0.8473,0.63,0.3141,0.0559,0.3365,0.4221,calm
12,10,0.8333,0,0.0,34.1387,2030.6303,0.9914,0.1373,0.2891,0.5736,0.6622,0.727,active
24,17,0.7083,4,0.1667,21.4386,1154.376,0.8974,0.0131,0.1206,0.8663,0.871,0.9255,active
44,30,0.6818,4,0.0909,16.7292,810.8766,0.8078,0.2954,0.5105,0.1941,0.736,0.5706,balanced
33,22,0.6667,3,0.0909,15.1691,749.4265,0.8234,0.3914,0.4579,0.1507,0.6792,0.5416,balanced
26,19,0.7308,3,0.1154,11.79,501.1321,0.7084,0.6739,0.3129,0.0132,0.528,0.2466,calm
22,15,0.6818,4,0.1818,26.9991,1532.1966,0.9458,0.0429,0.1398,0.8173,0.7214,0.7201,active
14,11,0.7857,2,0.1429,16.7967,836.7456,0.8303,0.3374,0.4116,0.251,0.4028,0.4942,balanced
37,36,0.973,4,0.1081,20.8096,1235.495,0.9895,0.1796,0.2047,0.6158,0.6773,0.6613,active
35,30,0.8571,11,0.3143,20.6487,1015.4565,0.8196,0.0312,0.2707,0.6981,0.5805,0.5465,active
25,11,0.44,0,0.0,10.4083,436.486,0.6989,0.7779,0.1253,0.0968,0.464,0.446,calm
28,17,0.6071,3,0.1071,12.7164,603.4144,0.7909,0.2818,0.5037,0.2145,0.6065,0.448,balanced
